date,riseStart,riseEnd,stableStart,stableEnd,start,end
20160623,174,203,764,1018,55691,57219
20160623,125,154,788,1050,58088,59664
20160623,91,120,831,1108,61479,63142
20160623,507,536,984,1312,64923,66891
20160623,763,792,834,1112,67081,68750
20160623,103,132,676,902,70083,71436
20160623,102,131,663,884,71629,72956
20160623,97,126,703,937,73207,74613
20160623,148,177,843,1124,76094,77780
20160623,106,135,826,1101,78016,79668
20160623,137,166,798,1064,79856,81453
20160129,79,108,817,1090,733,2368
20160129,225,254,909,1212,6322,8141
20160129,170,199,953,1271,13750,15657
20160129,124,153,982,1309,15863,17827
20160129,244,273,991,1321,18478,20460
20160129,103,132,949,1265,21290,23188
20160129,84,113,888,1184,23449,25226
20160129,134,163,864,1152,29873,31601
20160129,247,276,1009,1346,31909,33928
20160129,104,133,850,1134,42819,44520
20160129,98,127,872,1162,44821,46565
20160129,142,171,847,1130,50679,52374
20160129,90,119,896,1194,55303,57095
20160129,144,173,894,1192,58560,60349
20160129,112,141,901,1201,60640,62442
20160129,338,367,939,1252,63234,65112
20160129,95,124,926,1235,65391,67244
20160129,94,123,737,982,67590,69064
20160129,64,93,1063,1418,73398,75525
20160129,177,206,838,1118,77706,79383
20160129,247,276,805,1074,79592,81203
20160129,822,851,875,1166,82657,84407
20160129,78,107,778,1037,84671,86227
20150924,214,243,907,1210,1244,3059
20150924,178,207,889,1186,3322,5101
20150924,30,59,955,1273,6593,8503
20150924,238,267,871,1161,14821,16563
20150924,79,108,806,1075,19193,20806
20150924,300,329,981,1308,39133,41096
20150924,122,151,1024,1366,41492,43541
20150924,142,171,1021,1362,44084,46127
20150924,88,117,902,1202,46503,48307
20150924,263,292,1028,1370,48775,50831
20150924,206,235,1054,1406,52082,54191
20150924,128,157,942,1256,66643,68527
20150924,830,859,1090,1454,68909,71090
20160426,723,752,904,1205,6141,7949
20160426,588,617,779,1039,8205,9764
20160426,63,92,736,981,9986,11458
20160426,124,153,1159,1545,18417,20735
20160426,252,281,806,1074,21778,23390
20160426,65,94,748,998,23587,25084
20160426,149,178,1101,1468,36581,38784
20160426,144,173,1104,1472,40957,43166
20160426,177,206,1114,1485,44054,46282
20160426,119,148,1184,1578,48485,50853
20160426,125,154,1059,1412,57687,59805
20160426,112,141,1116,1488,60061,62294
20160426,217,246,1109,1479,64196,66415
20160426,122,151,1145,1527,66684,68975
20160426,143,172,1075,1433,70513,72663
20160426,95,124,1069,1426,73317,75456
20160426,130,159,948,1264,79755,81651
20160426,83,112,797,1063,81971,83566
20161209,133,162,859,1146,3832,5551
20161209,185,214,848,1131,16808,18505
20161209,249,278,859,1145,21273,22991
20161209,187,216,853,1137,23259,24965
20161209,215,244,901,1201,25227,27029
20161209,332,361,863,1151,39487,41214
20161209,116,145,666,888,41522,42855
20161209,563,592,914,1218,51590,53418
20161209,124,153,888,1184,53814,55591
20161209,210,239,794,1059,60153,61742
20161209,292,321,799,1066,62172,63771
20161209,209,238,731,974,64601,66063
20161209,44,73,754,1006,71546,73055
20161209,190,219,779,1039,75820,77379
20161209,193,222,734,978,77713,79181
20161227,133,162,747,996,1088,2583
20161227,134,163,756,1008,2796,4309
20161227,129,158,755,1006,4509,6019
20161227,173,202,754,1005,6851,8359
20161227,150,179,795,1060,16321,17912
20161227,142,171,796,1062,18155,19748
20161227,110,139,825,1100,19975,21626
20161227,137,166,810,1080,24260,25880
20161227,57,86,840,1120,29577,31258
20161227,653,682,1386,1848,48358,51130
20161227,149,178,813,1084,52103,53729
20161227,92,121,826,1101,55940,57592
20161227,132,161,803,1070,58290,59896
20161227,150,179,859,1146,64268,65987
20161227,88,117,909,1212,68408,70227
20161227,123,152,748,997,71099,72595
20161227,184,213,669,892,72819,74158
20161227,42,71,648,864,75348,76645
20161227,227,256,702,936,77192,78596
20161227,61,90,636,848,78793,80065
20161227,85,114,690,920,80296,81676
20161227,90,119,683,911,83766,85133
20150906,252,281,956,1274,9717,11629
20150906,116,145,925,1234,11906,13757
20150906,107,136,1018,1357,18398,20434
20150906,166,195,911,1214,21455,23277
20150906,176,205,1081,1441,23558,25720
20160617,90,119,937,1249,2451,4325
20160617,119,148,932,1242,5752,7616
20160617,96,125,957,1276,7823,9738
20160617,105,134,873,1164,16417,18163
20160617,105,134,1016,1354,21484,23516
20160617,91,120,817,1090,23917,25552
20160617,94,123,1041,1388,25789,27871
20160617,283,312,1024,1365,48417,50465
20160617,89,118,1286,1715,56420,58993
20160617,66,95,933,1244,63882,65748
20160617,168,197,873,1164,66963,68709
20160617,142,171,705,940,69969,71379
20160617,103,132,654,872,71652,72961
20160617,113,142,686,914,73152,74524
20160617,122,151,742,990,77191,78676
20160617,140,169,737,983,82218,83693
20171117,103,132,828,1104,6072,7729
20171117,90,119,857,1143,8361,10076
20171117,68,97,746,994,11149,12641
20171117,80,109,758,1010,12832,14348
20171117,93,122,918,1224,14561,16397
20171117,107,136,937,1250,20606,22481
20171117,24,53,1035,1380,34492,36562
20171117,234,263,1032,1376,37340,39405
20171117,103,132,969,1292,39654,41593
20171117,158,187,1003,1338,42241,44248
20171117,92,121,1043,1390,50942,53028
20171117,117,146,1051,1402,53296,55399
20171117,122,151,996,1328,55943,57936
20171117,82,111,982,1309,58174,60138
20171117,110,139,1015,1354,60387,62418
20171117,134,163,980,1307,62946,64907
20171117,92,121,871,1162,65140,66883
20171117,125,154,832,1109,69373,71037
20171117,85,114,786,1048,71276,72848
20171117,74,103,888,1184,77038,78815
20171117,138,167,868,1157,83759,85495
20160619,407,436,910,1213,1555,3375
20160619,55,84,770,1026,7504,9044
20160619,75,104,777,1036,15413,16968
20160619,136,165,967,1290,43087,45022
20160619,116,145,1010,1346,45206,47226
20160619,139,168,1322,1763,47379,50024
20160619,135,164,895,1193,51097,52887
20160619,154,183,873,1164,61218,62965
20160619,125,154,738,984,63120,64597
20160619,102,131,682,910,64745,66110
20160619,85,114,706,941,67004,68416
20170819,155,184,793,1058,38226,39813
20170819,160,189,870,1160,59225,60966
20170819,120,149,838,1118,63906,65583
20171119,82,111,785,1046,458,2028
20171119,91,120,785,1047,2272,3843
20171119,86,115,788,1050,7170,8746
20171119,95,124,725,967,12263,13714
20171119,85,114,905,1206,13938,15748
20171119,121,150,801,1068,16055,17658
20171119,127,156,843,1124,18479,20165
20171119,97,126,940,1254,20400,22281
20171119,128,157,1055,1407,22862,24973
20171119,306,335,1956,2608,28649,32562
20171119,166,195,1121,1495,63656,65899
20171119,105,134,1131,1508,66161,68424
20171119,152,181,1156,1542,68668,70981
20171119,102,131,1025,1366,71593,73643
20171119,86,115,860,1146,73855,75575
20171119,77,106,894,1192,75791,77580
20171119,104,133,911,1215,78461,80284
20171119,84,113,812,1083,80503,82128
20171119,94,123,751,1001,82332,83834
20151202,282,311,1503,2004,478,3485
20151202,147,176,1781,2374,8219,11781
20161206,128,157,1158,1544,71010,73327
20150921,112,141,1369,1826,13823,16562
20150921,124,153,1250,1666,16838,19338
20150921,123,152,1246,1662,19658,22151
20150921,202,231,1148,1531,23037,25334
20150921,139,168,918,1224,38090,39927
20150921,97,126,870,1160,40191,41931
20150921,255,284,903,1204,42155,43961
20150921,243,272,924,1232,48078,49927
20150921,127,156,808,1077,51691,53307
20150921,138,167,794,1058,53602,55190
20150921,135,164,917,1223,55519,57354
20150921,113,142,817,1089,57938,59572
20150915,14,43,928,1237,78847,80703
20160409,117,146,776,1035,6906,8459
20160521,95,124,1039,1385,2040,4118
20160521,95,124,1091,1455,17037,19220
20160521,90,119,1149,1532,20099,22398
20160521,131,160,1162,1550,23826,26151
20160521,90,119,1217,1623,26693,29128
20160521,88,117,1709,2279,29340,32759
20160521,149,178,1205,1607,65789,68200
20160521,87,116,1146,1528,68528,70820
20160521,409,438,1183,1578,71052,73419
20160521,120,149,1142,1522,74023,76307
20160521,235,264,1203,1604,76497,78904
20160521,97,126,1101,1468,79093,81296
20160521,123,152,1032,1376,82192,84257
20171113,150,179,1112,1482,730,2954
20171113,78,107,1210,1614,15476,17897
20171113,100,129,1437,1916,55865,58740
20171113,122,151,1250,1667,63723,66224
20171127,29,58,693,924,0,1386
20171127,125,154,1058,1411,34852,36969
20171127,159,188,1101,1468,39130,41332
20171127,88,117,814,1085,52971,54599
20150909,734,763,1190,1586,1224,3604
20150909,610,639,1186,1581,7674,10046
20150909,506,535,1152,1536,17692,19996
20150909,496,525,1114,1485,20465,22693
20150909,168,197,886,1182,28762,30535
20150909,125,154,1059,1412,30932,33051
20150909,109,138,915,1220,43309,45139
20150909,230,259,904,1205,45523,47331
20150909,113,142,918,1224,47634,49471
20150909,126,155,952,1270,56356,58261
20150909,216,245,915,1220,58566,60397
20150909,242,271,1074,1432,64037,66185
20150909,267,296,861,1148,70892,72614
20160414,111,140,1268,1691,25762,28299
20160414,126,155,1395,1860,29182,31973
20160414,14,43,996,1328,44661,46653
20160414,139,168,1106,1474,49076,51288
20160414,127,156,1205,1607,51696,54107
20171204,95,124,844,1125,15560,17248
20171204,92,121,890,1186,21208,22988
20171204,46,75,1268,1690,53102,55638
20171204,156,185,883,1177,56112,57878
20171204,136,165,843,1124,58084,59770
20171204,115,144,955,1274,64086,65997
20171204,50,79,732,976,73736,75201
20160423,129,158,899,1199,37630,39429
20160423,125,154,911,1215,42384,44207
20160423,23,52,958,1278,57950,59867
20160423,728,757,816,1088,63255,64887
20160423,138,167,1073,1431,83420,85567
20170115,128,157,857,1142,29270,30984
20170115,124,153,837,1116,50916,52590
20160804,126,155,1065,1420,5751,7882
20160804,119,148,894,1192,8074,9862
20160804,113,142,948,1264,11319,13215
20160804,90,119,935,1246,13421,15291
20160804,103,132,900,1200,15497,17297
20160804,33,62,911,1214,18432,20254
20160804,124,153,861,1148,20460,22183
20160804,67,96,1496,1994,28836,31828
20160804,11,40,1277,1702,40633,43187
20160804,76,105,950,1267,48188,50089
20160804,90,119,1230,1640,54655,57115
20160804,138,167,1242,1656,61682,64167
20160804,93,122,957,1276,64633,66547
20150925,114,143,1022,1362,6785,8829
20150925,149,178,1046,1394,9737,11829
20150925,156,185,1062,1416,13674,15798
20150925,127,156,1019,1358,17264,19302
20150925,130,159,1048,1398,20406,22503
20150925,230,259,1039,1385,24944,27022
20150925,1000,1029,1324,1766,27404,30053
20160525,116,145,804,1072,559,2168
20160525,98,127,838,1118,2433,4110
20160525,110,139,1070,1427,4375,6516
20160525,242,271,1266,1688,15035,17568
20160525,92,121,962,1282,20444,22368
20160525,97,126,944,1259,22638,24527
20160525,150,179,884,1179,67723,69492
20160525,102,131,940,1253,69751,71631
20160525,191,220,968,1291,71922,73859
20160525,84,113,859,1145,75825,77543
20160525,63,92,877,1170,77766,79521
20160525,69,98,896,1195,79811,81604
20160525,68,97,876,1168,83572,85325
20170728,94,123,864,1152,6092,7820
20170728,113,142,873,1164,8184,9930
20170728,134,163,842,1122,10692,12376
20170728,109,138,822,1096,12817,14461
20170728,106,135,808,1078,15154,16771
20170728,165,194,822,1096,63388,65033
20170728,91,120,988,1318,65394,67371
20170728,95,124,1011,1348,68315,70337
20170728,132,161,798,1064,71635,73231
20170728,88,117,793,1058,73469,75056
20160612,390,419,612,816,7931,9156
20160612,97,126,565,754,9504,10635
20160612,233,262,596,794,14534,15726
20160612,373,402,736,982,16253,17726
20160612,76,105,917,1223,18430,20265
20160612,142,171,827,1103,20770,22425
20160612,12,41,774,1032,33240,34789
20160612,114,143,811,1081,38712,40334
20160612,78,107,866,1154,59309,61041
20160612,185,214,965,1286,69141,71071
20160612,136,165,942,1256,75511,77396
20170226,135,164,791,1055,12990,14573
20170226,247,276,1007,1342,20235,22249
20170307,104,133,1663,2217,48098,51424
20170307,132,161,1520,2027,58479,61520
20150914,84,113,935,1247,66835,68706
20150914,142,171,727,969,73315,74769
20150914,235,264,632,842,78795,80059
20170314,101,130,1756,2342,10062,13575
20170314,123,152,2333,3111,25055,29722
20170314,135,164,2173,2897,37750,42096
20170314,158,187,1596,2128,51045,54238
20170804,129,158,967,1290,141,2076
20170804,83,112,1093,1458,3026,5213
20170804,106,135,1166,1554,9104,11436
20170804,96,125,1168,1558,11660,13997
20170804,78,107,1211,1615,14213,16636
20170804,134,163,1208,1610,17765,20181
20170804,83,112,1141,1522,20806,23089
20170804,89,118,1005,1340,23361,25371
20170804,107,136,1124,1498,26045,28293
20170804,123,152,1051,1401,43201,45303
20170804,105,134,970,1294,48862,50803
20170804,86,115,1014,1352,57853,59882
20170804,816,845,881,1174,72394,74156
20170804,144,173,857,1142,75931,77645
20170804,96,125,823,1097,79297,80943
20150819,312,341,909,1212,11767,13586
20150819,94,123,856,1142,18139,19852
20150819,465,494,999,1332,21569,23567
20150819,172,201,823,1097,26560,28206
20150819,115,144,935,1246,48858,50728
20150819,184,213,791,1054,51106,52688
20150819,308,337,790,1053,57162,58742
20150819,246,275,884,1178,63716,65484
20150819,147,176,839,1118,66688,68366
20150819,86,115,755,1006,70921,72431
20150731,253,282,896,1195,819,2612
20150731,113,142,893,1190,8183,9969
20150731,221,250,922,1229,10366,12210
20150731,391,420,1045,1393,12604,14694
20150731,208,237,910,1214,15086,16907
20150731,368,397,890,1187,17320,19101
20150731,79,108,886,1181,26976,28748
20150731,82,111,843,1124,49481,51167
20150731,120,149,827,1103,51543,53198
20150731,94,123,835,1114,53807,55478
20150731,94,123,918,1224,56411,58248
20150731,114,143,876,1168,59416,61169
20150731,124,153,864,1152,61611,63339
20150731,169,198,1032,1376,69070,71134
20150731,175,204,712,950,77086,78511
20150731,79,108,768,1024,81232,82769
20150731,176,205,835,1114,83405,85076
20161217,119,148,802,1070,1293,2898
20161217,204,233,789,1052,7733,9311
20161217,245,274,783,1044,10006,11573
20161217,133,162,777,1036,12609,14164
20161217,132,161,765,1020,15239,16769
20161217,224,253,804,1072,17432,19041
20161217,133,162,821,1094,19974,21616
20161217,58,87,767,1022,36482,38016
20161217,152,181,757,1010,42160,43675
20161217,699,728,821,1095,44750,46393
20161217,213,242,740,986,46601,48081
20161217,190,219,773,1031,48954,50501
20161217,419,448,1253,1671,60450,62957
20161217,830,859,1021,1362,70464,72507
20161217,82,111,915,1220,75689,77520
20161217,143,172,766,1021,82313,83845
20170803,127,156,1395,1860,49391,52181
20170803,575,604,1380,1840,77546,80307
20170803,144,173,1140,1520,82374,84654
20170602,177,206,750,1000,57817,59317
20160618,67,96,732,976,122,1586
20160618,133,162,782,1042,4053,5617
20160618,89,118,807,1076,5824,7438
20160618,68,97,816,1088,7597,9230
20160618,170,199,769,1025,10033,11571
20160618,136,165,808,1077,11773,13389
20160618,126,155,710,947,14066,15487
20160618,137,166,708,944,16137,17553
20160618,155,184,711,948,17835,19258
20160618,99,128,704,938,19434,20842
20160618,141,170,580,774,21535,22696
20160618,88,117,760,1014,56418,57939
20160618,100,129,751,1002,61803,63306
20160618,102,131,755,1007,63825,65336
20160618,116,145,798,1064,66975,68572
20160618,336,365,860,1147,69177,70898
20160618,182,211,766,1022,75100,76633
20160618,89,118,717,956,76814,78249
20170328,17,46,236,315,281,754
20170328,18,47,250,333,818,1318
20170328,21,50,290,386,3440,4020
20170328,21,50,461,614,4115,5037
20170328,72,101,343,457,5255,5941
20170328,45,74,373,498,6104,6851
20170328,46,75,1243,1657,40965,43451
20170328,83,112,998,1330,43781,45777
20170328,312,341,893,1191,49344,51131
20170328,387,416,872,1163,51396,53141
20170326,33,62,358,478,15,732
20170326,46,75,418,558,6597,7434
20170326,95,124,372,496,8032,8777
20170326,469,498,529,705,10712,11770
20170326,65,94,546,728,11980,13072
20170326,104,133,942,1256,48897,50781
20170326,288,317,1014,1352,54659,56688
20171125,92,121,823,1098,670,2317
20171125,110,139,763,1018,2758,4285
20171125,122,151,705,940,14993,16403
20171125,130,159,785,1047,17154,18725
20171125,118,147,796,1061,19026,20618
20171125,57,86,757,1009,24274,25788
20171125,82,111,597,796,28009,29203
20171125,94,123,569,758,32115,33253
20151229,238,267,1515,2020,70450,73480
20151101,167,196,998,1331,8771,10768
20151101,19,48,874,1165,22509,24257
20151101,92,121,816,1088,29556,31188
20151101,99,128,641,854,40519,41801
20151101,74,103,735,980,43676,45147
20151101,107,136,702,936,46891,48296
20171108,99,128,1368,1824,7987,10723
20171108,161,190,1410,1880,29166,31987
20171108,198,227,1348,1797,53044,55740
20171108,88,117,1283,1710,66072,68638
20171108,84,113,1185,1580,69903,72273
20171108,107,136,1192,1590,74829,77214
20171108,181,210,1262,1682,77733,80257
20170114,125,154,929,1238,1006,2864
20170114,84,113,832,1109,5728,7392
20170114,107,136,958,1277,12002,13918
20170114,240,269,915,1220,14156,15987
20170114,144,173,824,1098,19017,20665
20160425,179,208,940,1253,900,2780
20160425,142,171,885,1180,7886,9657
20160425,173,202,956,1274,10131,12043
20160425,138,167,949,1266,20765,22664
20160425,101,130,981,1308,22967,24929
20160425,158,187,1030,1373,26184,28244
20160425,81,110,975,1300,31118,33069
20160425,113,142,946,1261,43893,45785
20160425,103,132,954,1272,46560,48469
20160425,134,163,953,1271,49606,51513
20161225,249,278,689,919,1932,3311
20161225,192,221,738,984,3589,5066
20161225,159,188,726,968,5226,6678
20161225,72,101,875,1167,16942,18693
20161225,129,158,779,1039,26739,28298
20161225,133,162,730,973,35398,36858
20161225,131,160,753,1004,38645,40152
20161225,116,145,697,929,42409,43803
20161225,131,160,666,888,45228,46561
20161225,85,114,576,768,46824,47977
20161225,114,143,645,860,48284,49575
20161225,200,229,737,982,50228,51702
20161225,180,209,805,1073,51966,53576
20161225,103,132,817,1090,53838,55473
20161225,82,111,977,1303,62324,64279
20161225,142,171,968,1290,65087,67023
20161225,98,127,903,1204,67415,69221
20161225,73,102,799,1066,73559,75158
20161225,106,135,797,1063,75372,76967
20161225,141,170,773,1030,77197,78743
20171025,102,131,759,1012,386,1905
20171025,117,146,746,994,5200,6692
20171025,56,85,730,973,6985,8445
20171025,86,115,757,1009,8821,10335
20171025,167,196,772,1030,17085,18630
20171025,82,111,728,970,30656,32112
20171025,99,128,717,956,40124,41558
20171025,118,147,786,1048,41869,43442
20171025,229,258,754,1005,60648,62156
20171025,157,186,745,993,68585,70075
20171025,231,260,968,1291,73467,75404
20171025,71,100,837,1116,76282,77956
20171025,79,108,807,1076,79307,80922
20170731,114,143,796,1062,2947,4540
20170731,74,103,780,1040,8931,10492
20170731,92,121,780,1040,12860,14421
20170731,104,133,814,1086,17060,18689
20170731,118,147,830,1107,19106,20767
20170731,105,134,856,1142,20995,22708
20170731,103,132,838,1118,23372,25049
20170731,97,126,813,1084,25280,26906
20170731,48,77,1077,1436,39349,41503
20170731,136,165,821,1094,41883,43525
20170731,81,110,770,1026,46314,47854
20170731,113,142,761,1014,49148,50670
20170731,64,93,737,983,50900,52375
20170731,145,174,808,1077,53661,55277
20170731,190,219,851,1134,56076,57778
20160615,101,130,876,1168,6151,7903
20160615,126,155,786,1048,15255,16827
20160615,121,150,777,1036,17090,18645
20160615,134,163,738,984,18958,20435
20160615,4,33,787,1049,33011,34585
20160615,90,119,804,1072,34864,36472
20160615,81,110,694,925,40403,41791
20160615,70,99,581,775,42058,43221
20160615,83,112,793,1058,46011,47598
20160615,104,133,928,1237,49875,51731
20160615,184,213,812,1083,59218,60843
20160615,109,138,828,1104,61084,62741
20160615,122,151,755,1006,63639,65149
20160615,134,163,845,1127,72765,74456
20160615,98,127,796,1062,74656,76249
20160615,170,199,699,932,76653,78052
20160615,141,170,632,842,79463,80727
20150814,983,1012,1446,1928,7753,10646
20150814,121,150,1147,1529,21173,23467
20150814,167,196,777,1036,50566,52121
20150814,147,176,918,1224,54389,56225
20150814,229,258,1026,1368,59606,61658
20170303,43,72,453,604,4573,5480
20170303,40,69,498,664,5893,6890
20170303,89,118,592,789,7500,8684
20170303,69,98,772,1030,9983,11528
20170303,67,96,769,1026,19249,20788
20170303,87,116,872,1163,31492,33237
20170303,108,137,1399,1865,56807,59605
20160522,95,124,842,1123,634,2319
20160522,147,176,973,1298,2857,4804
20160522,398,427,1048,1397,4994,7090
20160522,108,137,916,1222,30219,32052
20160522,100,129,990,1320,38038,40018
20160522,112,141,926,1234,40496,42348
20160522,123,152,902,1202,43529,45333
20160522,112,141,983,1311,45565,47532
20160522,86,115,1022,1363,47780,49825
20160522,84,113,850,1134,55252,56953
20160522,102,131,987,1316,57161,59135
20160522,135,164,874,1166,60246,61995
20160522,89,118,881,1174,62232,63994
20160522,144,173,913,1218,64214,66041
20160522,105,134,808,1077,70863,72479
20160522,58,87,770,1026,72753,74293
20160522,131,160,783,1044,76902,78468
20160420,78,107,941,1255,264,2147
20160420,253,282,1073,1431,16622,18769
20160420,101,130,1077,1436,18963,21118
20160420,4,33,1090,1454,31693,33874
20160420,124,153,1139,1518,34115,36393
20160420,123,152,1219,1626,36644,39083
20160420,122,151,1094,1459,50095,52284
20160420,103,132,718,958,64865,66302
20171020,88,117,766,1021,3658,5190
20171020,96,125,782,1042,19414,20978
20171020,79,108,761,1014,62395,63917
20171020,544,573,829,1106,64729,66388
20160723,137,166,2069,2759,800,4939
20160723,89,118,2297,3062,5114,9708
20160723,136,165,866,1154,65401,67133
20160723,74,103,1193,1590,68048,70434
20160723,191,220,1293,1724,70592,73179
20160723,156,185,1089,1452,74974,77153
20160723,63,92,1090,1454,77344,79525
20160723,152,181,1173,1564,82714,85060
20161212,135,164,766,1022,55294,56827
20161212,888,917,960,1280,60304,62224
20161212,175,204,749,998,62493,63991
20161212,171,200,1067,1422,64811,66945
20161212,206,235,740,986,69819,71299
20161212,59,88,730,973,71535,72995
20161212,245,274,667,889,73652,74986
20161212,369,398,699,932,76667,78065
20161212,240,269,730,974,78260,79721
20161212,167,196,738,984,80165,81642
20161212,95,124,725,967,81845,83296
20161212,495,524,756,1008,83549,85061
20170722,24,53,1009,1346,8292,10311
20170722,87,116,798,1064,17157,18753
20170722,145,174,828,1104,20132,21789
20170722,445,474,766,1021,60885,62417
20170722,67,96,721,962,66676,68119
20170722,88,117,820,1094,69154,70795
20161226,91,120,929,1239,2734,4593
20161226,88,117,827,1103,7320,8975
20161226,111,140,940,1254,9175,11056
20161226,113,142,948,1264,11316,13212
20161226,86,115,858,1144,14272,15989
20161226,88,117,834,1112,16188,17856
20161226,84,113,872,1163,18140,19885
20161226,146,175,978,1304,22290,24247
20161226,207,236,807,1076,31942,33556
20161226,118,147,1200,1600,34300,36701
20161226,77,106,1486,1982,53005,55978
20161226,223,252,779,1038,65975,67533
20161226,16,45,730,974,73370,74831
20161226,100,129,631,841,75028,76290
20161226,121,150,826,1101,76495,78147
20161226,226,255,804,1072,79790,81398
20161226,147,176,747,996,81630,83124
20161226,105,134,791,1054,83353,84935
20171219,63,92,740,986,77960,79440
20160628,84,113,883,1178,0,1767
20160628,166,195,939,1252,3817,5696
20160628,82,111,925,1234,7664,9515
20160628,90,119,874,1165,13344,15092
20160628,104,133,1591,2122,15961,19144
20160628,592,621,1050,1400,22951,25051
20160628,90,119,1034,1378,35635,37703
20160628,154,183,884,1179,37859,39628
20160628,78,107,778,1037,54846,56402
20160628,87,116,817,1089,64476,66110
20160628,764,793,949,1266,66267,68166
20160628,92,121,769,1025,69006,70544
20160628,77,106,850,1133,70764,72464
20160628,88,117,911,1214,80871,82693
20170116,83,112,738,984,40040,41517
20170116,151,180,721,962,45066,46509
20170116,82,111,637,849,49232,50506
20170116,146,175,623,830,52965,54211
20170116,85,114,802,1070,56615,58220
20170116,192,221,875,1166,60777,62527
20170116,93,122,822,1096,64435,66080
20170116,152,181,829,1106,68601,70260
20170116,76,105,778,1038,71849,73406
20170116,81,110,764,1019,75133,76662
20170116,80,109,688,917,81251,82627
20160125,256,285,917,1223,2747,4582
20160125,102,131,777,1036,8364,9918
20160125,163,192,978,1304,11269,13225
20160125,148,177,887,1182,13717,15491
20160125,242,271,890,1187,36495,38276
20160125,388,417,916,1222,38508,40341
20160125,246,275,891,1188,41124,42906
20160125,169,198,906,1208,43134,44947
20160125,110,139,917,1222,55687,57521
20160125,69,98,884,1178,57806,59574
20160125,148,177,907,1210,60252,62067
20160125,251,280,791,1055,62240,63823
20160125,240,269,811,1082,64084,65707
20160125,110,139,695,926,66917,68307
20160125,127,156,786,1048,70422,71995
20160125,132,161,805,1073,72185,73795
20160125,165,194,802,1069,77064,78668
20151224,79,108,923,1231,2875,4722
20151224,66,95,1289,1719,27757,30336
20151224,88,117,1070,1427,44207,46348
20160627,78,107,910,1214,1181,3002
20160627,154,183,925,1233,3263,5113
20160627,153,182,877,1170,6112,7867
20160627,111,140,863,1151,8132,9859
20160627,85,114,920,1227,10053,11894
20160627,116,145,815,1087,12828,14459
20160627,50,79,716,954,14671,16103
20160627,143,172,693,924,16254,17640
20160627,128,157,663,884,18464,19791
20160627,90,119,707,942,20033,21447
20160627,104,133,882,1176,21609,23373
20160627,143,172,729,972,24291,25749
20160627,41,70,930,1240,39650,41511
20160627,90,119,733,977,42202,43668
20160627,101,130,789,1052,53693,55272
20160627,77,106,686,915,57755,59128
20160627,127,156,972,1296,64525,66469
20160627,285,314,724,966,70393,71842
20160627,78,107,643,857,72025,73311
20171024,144,173,681,908,12670,14032
20171024,95,124,673,898,14252,15599
20171024,110,139,746,994,23537,25029
20171024,205,234,1004,1339,25538,27547
20171024,135,164,1163,1550,30715,33041
20171024,158,187,869,1158,46312,48050
20171024,116,145,879,1172,57336,59094
20171024,86,115,830,1106,63678,65338
20171024,87,116,800,1067,65614,67215
20171024,86,115,792,1056,70800,72384
20160801,95,124,680,907,64,1425
20160801,159,188,788,1051,2316,3893
20160801,117,146,756,1008,4397,5910
20160801,141,170,788,1051,6963,8540
20160801,101,130,866,1154,12658,14390
20160801,120,149,696,928,14975,16367
20160801,115,144,647,863,16595,17890
20160801,90,119,634,845,18340,19608
20160801,82,111,842,1123,20585,22270
20160801,123,152,854,1139,22895,24604
20160801,94,123,721,961,24806,26248
20160801,165,194,583,778,27461,28628
20160801,393,422,653,870,29297,30603
20160801,73,102,714,952,30794,32222
20160801,448,477,1003,1337,38948,40954
20160801,570,599,1462,1950,76387,79312
20160518,128,157,900,1200,7371,9171
20160518,103,132,933,1244,11733,13599
20160518,108,137,969,1292,25299,27237
20160518,39,68,778,1038,39270,40827
20160518,99,128,779,1038,41154,42712
20160518,105,134,846,1128,42964,44657
20160518,150,179,866,1155,47621,49354
20160518,107,136,864,1152,55080,56808
20160518,129,158,895,1194,57150,58941
20160518,103,132,1092,1456,72556,74741
20160518,158,187,1082,1443,75760,77925
20160518,93,122,1146,1528,78140,80433
20160518,100,129,1001,1334,80638,82640
20160516,139,168,1038,1384,5558,7634
20160516,162,191,1111,1482,7855,10078
20160516,108,137,1071,1428,10273,12416
20160516,157,186,1082,1442,13335,15499
20160516,55,84,1049,1398,15799,17897
20160516,113,142,1086,1448,18092,20264
20160516,91,120,988,1317,20835,22811
20160516,104,133,1050,1400,24037,26137
20160516,229,258,1082,1443,26356,28521
20160516,98,127,1108,1478,28900,31117
20160516,8,37,943,1258,38568,40455
20160516,89,118,808,1077,40998,42614
20160516,73,102,783,1044,42880,44447
20160516,115,144,735,980,45179,46649
20160516,64,93,630,840,46978,48238
20160516,65,94,615,820,48473,49703
20160516,90,119,582,776,50921,52085
20160516,59,88,581,775,52502,53665
20160516,62,91,624,832,53842,55090
20160516,158,187,862,1150,56204,57929
20160516,305,334,1014,1352,59157,61186
20160516,118,147,1020,1360,64012,66053
20160516,130,159,850,1133,69275,70975
20160516,66,95,776,1035,71552,73105
20160516,810,839,951,1268,77323,79225
20160516,77,106,860,1146,79775,81495
20170308,161,190,1209,1612,476,2894
20170308,48,77,1107,1476,7261,9476
20170308,278,307,1216,1621,14271,16703
20170308,113,142,1242,1656,19996,22481
20170308,245,274,839,1119,23602,25281
20170308,922,951,1436,1915,25531,28404
20170308,65,94,634,845,38145,39413
