date,riseStart,riseEnd,stableStart,stableEnd,start,end
20170112,316,345,561.0,565.0,68538,70585
20170112,1123,1152,1656.0,1731.0,70807,72767
20170106,7,36,248.0,250.0,4899,6875
20170106,43,72,167.0,179.0,7111,9176
20170106,548,577,1368.0,1378.0,10794,12712
20170106,604,633,3224.0,3227.0,70306,73788
20170106,1068,1097,2029.0,2035.0,79816,82347
20171218,656,685,1064.0,1067.0,2293,4175
20171218,424,453,1390.0,1392.0,8533,10106
20171224,8,37,284.0,1022.0,14881,16702
20171224,159,188,197.0,199.0,22385,24235
20171224,62,91,120.0,122.0,48196,48590
20171224,107,136,957.0,959.0,49700,51701
20161209,28,57,1028.0,1030.0,3832,5551
20161209,23,52,360.0,370.0,16808,18505
20161209,124,153,1315.0,1317.0,21273,22991
20161209,48,77,584.0,595.0,25227,27029
20161209,9,38,237.0,240.0,41522,42855
20161209,10,39,549.0,1423.0,53814,55591
20161209,226,255,1260.0,1266.0,60153,61742
20161209,245,274,841.0,855.0,62172,63771
20161209,2,31,814.0,818.0,71546,73055
20161209,49,78,902.0,1270.0,75820,77379
20161209,547,576,986.0,1012.0,77713,79181
20160117,446,475,664.0,667.0,16076,17354
20170304,4,33,948.0,948.0,1452,2723
20170304,545,574,1052.0,1055.0,2833,4012
20170304,261,290,503.0,532.0,18802,20232
20170304,1191,1220,2282.0,2616.0,59617,62342
20161221,144,173,389.0,391.0,5776,7428
20161221,25,54,85.0,105.0,8673,10119
20161221,41,70,394.0,420.0,17785,19347
20161221,61,90,326.0,328.0,21653,23238
20161221,5,34,146.0,159.0,40080,41483
20161221,64,93,168.0,1368.0,42267,43976
20161221,168,197,235.0,792.0,47622,49193
20161221,8,37,185.0,205.0,55972,57579
20161221,770,799,2552.0,2565.0,68335,71494
20161221,227,256,477.0,1280.0,75105,76733
20171026,233,262,324.0,326.0,3607,5231
20171026,0,29,1574.0,1578.0,13937,15715
20171026,23,52,108.0,988.0,21400,23093
20171026,178,207,216.0,238.0,68800,70456
20161223,1223,1252,1279.0,1401.0,13803,15993
20161223,28,57,459.0,1486.0,16249,18002
20161223,81,110,217.0,950.0,41437,42823
20161223,330,359,1082.0,1108.0,45310,46918
20161223,1015,1044,1900.0,1926.0,56042,58103
20161223,590,619,1162.0,1455.0,58419,59973
20161223,409,438,755.0,761.0,60320,61707
20161223,72,101,358.0,360.0,61946,63328
20161223,479,508,1172.0,1172.0,63783,65195
20161223,842,871,1091.0,1091.0,67108,68550
20161223,14,43,256.0,1062.0,69794,71240
20161223,403,432,1183.0,1296.0,71752,73310
20161223,299,328,735.0,1168.0,75917,77400
20161223,6,35,361.0,1086.0,79363,80802
20161223,94,123,217.0,225.0,81078,82701
20171030,10,39,975.0,977.0,1858,3480
20171030,226,255,1519.0,1958.0,6906,9126
20171030,34,63,924.0,935.0,9456,11470
20171030,93,122,818.0,1201.0,11803,13422
20171030,5,34,187.0,199.0,19707,22584
20171030,40,69,1431.0,1435.0,61640,63676
20171030,833,862,1056.0,1065.0,63931,65545
20171030,95,124,158.0,176.0,67082,68691
20171030,4,33,309.0,311.0,68900,70557
20171030,185,214,1520.0,1523.0,70932,72614
20171030,4,33,111.0,881.0,73021,74515
20171030,4,33,123.0,125.0,74696,76161
20171030,14,43,138.0,144.0,81541,83142
20160129,216,245,390.0,393.0,733,2368
20160129,215,244,1726.0,1737.0,15863,17827
20160129,6,35,781.0,1491.0,18478,20460
20160129,68,97,217.0,219.0,21290,23188
20160129,272,301,1542.0,1544.0,29873,31601
20160129,181,210,384.0,1185.0,31909,33928
20160129,7,36,714.0,739.0,42819,44520
20160129,1242,1271,1316.0,1316.0,44821,46565
20160129,7,36,649.0,661.0,50679,52374
20160129,36,65,245.0,1095.0,55303,57095
20160129,4,33,351.0,353.0,60640,62442
20160129,404,433,1246.0,1250.0,63234,65112
20160129,134,163,1070.0,1080.0,65391,67244
20160129,331,360,784.0,788.0,67590,69064
20160129,1782,1811,1947.0,1969.0,73398,75525
20160129,179,208,1121.0,1131.0,79592,81203
20160129,943,972,1577.0,1592.0,82657,84407
20160129,367,396,834.0,838.0,84671,86227
20171024,0,29,507.0,782.0,12670,14032
20171024,201,230,253.0,260.0,14252,15599
20171024,47,76,112.0,134.0,21630,23183
20171024,413,442,1302.0,1306.0,23537,25029
20171024,685,714,1025.0,1036.0,25538,27547
20171024,77,106,504.0,507.0,46312,48050
20171024,63,92,94.0,105.0,48304,50080
20171024,358,387,1123.0,1125.0,63678,65338
20171024,6,35,937.0,940.0,65614,67215
20171024,45,74,920.0,928.0,70800,72384
20170306,32,61,86.0,90.0,609,1668
20170306,10,39,70.0,70.0,3294,4363
20171018,4,33,44.0,46.0,9410,10916
20171018,8,37,74.0,76.0,11388,13128
20171018,10,39,317.0,474.0,74258,76083
20171018,50,79,1256.0,1266.0,78969,81061
20171226,5,34,104.0,109.0,17895,19762
20171226,8,37,175.0,602.0,20004,22142
20171226,9,38,997.0,1001.0,27150,28603
20170110,20,49,193.0,728.0,5317,6709
20170110,4,33,600.0,622.0,6873,8269
20170110,28,57,201.0,401.0,10879,12296
20170110,1054,1083,1124.0,1139.0,15132,16604
20170110,44,73,110.0,113.0,16866,18363
20170110,207,236,517.0,519.0,18599,20123
20170110,2,31,591.0,593.0,20616,22118
20170110,702,731,1109.0,1135.0,22369,23826
20170110,29,58,758.0,760.0,24218,25725
20170110,575,604,610.0,612.0,27022,28699
20170110,6,35,480.0,1482.0,28973,30651
20170104,602,631,809.0,811.0,10408,11958
20170104,655,684,1408.0,1560.0,17705,19449
20170104,34,63,241.0,812.0,20096,21674
20170104,75,104,164.0,222.0,23769,25474
20170104,162,191,1738.0,1756.0,42151,44256
20170104,1056,1085,1087.0,1303.0,44553,46154
20170104,249,278,1542.0,1544.0,49132,50809
20170104,217,246,1028.0,1038.0,61303,62588
20170104,113,142,186.0,192.0,67199,68825
20170104,4,33,773.0,1350.0,71234,72807
20170104,62,91,111.0,138.0,73051,74782
20151109,57,86,1064.0,1067.0,6550,8034
20151109,39,68,159.0,163.0,18481,20134
20170702,54,83,260.0,654.0,52506,54597
20170702,4,33,73.0,187.0,57247,59177
20170702,435,464,1646.0,1648.0,60348,62130
20170702,16,45,499.0,517.0,62899,64686
20170702,5,34,457.0,459.0,67283,68983
20160505,41,70,755.0,777.0,5916,7470
20160505,409,438,767.0,937.0,7784,9356
20160505,526,555,792.0,1008.0,12347,13778
20160505,253,282,1035.0,1147.0,26076,27769
20160505,5,34,794.0,796.0,47258,49132
20160505,6,35,495.0,500.0,49368,51323
20160505,723,752,1582.0,1584.0,51797,53861
20160505,70,99,312.0,322.0,54550,56651
20160505,366,395,1346.0,1348.0,56949,59233
20160505,3,32,496.0,500.0,59452,61499
20160505,115,144,160.0,163.0,64353,66410
20160505,120,149,1218.0,1830.0,66629,68648
20160505,70,99,501.0,503.0,69425,71465
20160505,920,949,1691.0,1693.0,74068,76043
20160505,4,33,1067.0,1086.0,77162,79018
20160505,456,485,1409.0,1423.0,79279,81128
20160505,75,104,1205.0,1207.0,84222,86074
20170716,7,36,803.0,807.0,43483,45011
20170716,481,510,1211.0,1211.0,57697,59260
20170919,1163,1192,1208.0,1211.0,5687,7358
20170919,208,237,1357.0,1360.0,8552,10250
20170919,2,31,501.0,504.0,11696,13451
20170919,82,111,566.0,570.0,17095,18944
20170919,4,33,306.0,316.0,38408,40196
20170919,4,33,163.0,181.0,40487,42167
20170919,67,96,159.0,1147.0,84294,85863
20150820,605,634,1392.0,1396.0,6600,8304
20150820,1149,1178,1249.0,1254.0,8619,10299
20150820,312,341,765.0,770.0,11017,12688
20150820,22,51,469.0,472.0,32955,34727
20150820,72,101,310.0,760.0,35040,36896
20150820,23,52,965.0,1658.0,37645,39457
20150820,591,620,1435.0,1436.0,43492,45046
20150820,45,74,1059.0,1079.0,47246,48896
20150820,44,73,278.0,280.0,56368,57952
20150820,61,90,284.0,286.0,58236,59914
20150820,633,662,898.0,1224.0,61285,62986
20150820,630,659,1051.0,1054.0,63235,64486
20150820,542,571,1268.0,1312.0,67159,68552
20150820,918,947,978.0,981.0,68898,70212
20160713,8,37,198.0,200.0,3282,4906
20160713,26,55,261.0,288.0,7151,9460
20160713,592,621,1876.0,1881.0,11741,13887
20160713,163,192,1525.0,1529.0,14090,15830
20160713,46,75,522.0,526.0,22682,23463
20160713,1735,1764,2134.0,2190.0,66585,68928
20160713,3,32,317.0,343.0,72449,74029
20150808,373,402,3337.0,3339.0,43149,50800
20160707,395,424,1802.0,1822.0,8906,11046
20160707,229,258,2017.0,2017.0,13403,15668
20160707,171,200,1561.0,1566.0,24931,27084
20160707,877,906,2363.0,2473.0,57067,60167
20160707,474,503,1896.0,1898.0,64513,66968
20160707,1389,1418,2602.0,2628.0,67208,70066
20160707,626,655,947.0,1659.0,71801,73648
20160707,201,230,1393.0,1404.0,73850,75745
20160707,1335,1364,1460.0,1733.0,81204,83217
20160706,302,331,1505.0,1702.0,0,2170
20160706,300,329,1550.0,1552.0,4747,6616
20160706,41,70,1370.0,1389.0,7542,9247
20160706,537,566,1409.0,1409.0,13419,15174
20160706,126,155,158.0,564.0,23362,25601
20160706,276,305,938.0,1223.0,62980,64727
20160706,4,33,213.0,216.0,64985,66495
20160706,15,44,1137.0,1160.0,66706,68128
20160706,539,568,882.0,889.0,68793,70035
20160706,7,36,684.0,686.0,70244,71631
20160706,33,62,242.0,247.0,71835,73308
20160706,268,297,311.0,856.0,76317,77643
20150809,737,766,2390.0,2393.0,53261,55809
20160712,137,166,1631.0,1666.0,37135,38991
20160712,417,446,2238.0,2240.0,43933,46367
20160712,15,44,1409.0,1413.0,48376,49989
20160712,24,53,414.0,418.0,51414,52791
20150821,4,33,255.0,263.0,4967,6644
20150821,393,422,1458.0,1462.0,6995,8759
20150821,5,34,207.0,209.0,19761,21316
20150821,932,961,2094.0,2105.0,23829,26042
20150821,565,594,741.0,745.0,42014,43307
20150821,372,401,779.0,960.0,43626,45081
20150821,74,103,473.0,808.0,45468,46993
20150821,74,103,254.0,270.0,52257,53659
20150821,7,36,1106.0,1118.0,69372,70833
20150821,39,68,695.0,1115.0,71210,72701
20150821,962,991,1288.0,1294.0,74411,76312
20150821,47,76,241.0,876.0,78218,79985
20150821,415,444,1370.0,1593.0,80390,82153
20170930,589,618,849.0,866.0,68712,70103
20170930,702,731,1178.0,1180.0,70723,72128
20170930,1321,1350,1620.0,1622.0,75739,77543
20170717,54,83,347.0,358.0,1002,2507
20170717,7,36,58.0,942.0,19853,21468
20170717,277,306,469.0,879.0,35154,36762
20170717,11,40,151.0,1167.0,55084,56678
20170717,63,92,332.0,334.0,80903,82473
20160504,369,398,404.0,1355.0,0,1478
20160504,4,33,197.0,215.0,4020,5906
20160504,58,87,1518.0,1518.0,8226,10159
20160504,4,33,377.0,379.0,22746,24785
20160504,134,163,656.0,683.0,32160,33624
20160504,0,29,954.0,972.0,33881,35535
20160504,4,33,152.0,890.0,39828,41405
20160504,27,56,809.0,809.0,47571,49519
20160504,295,324,1223.0,1235.0,57093,58636
20160504,509,538,1345.0,1371.0,58870,60427
20160504,7,36,171.0,174.0,60688,62266
20160504,31,60,269.0,269.0,73915,75481
20160504,246,275,836.0,1466.0,83153,84813
20170703,48,77,231.0,1576.0,82159,83848
20170703,75,104,1074.0,1476.0,84111,85758
20160510,40,69,1758.0,1762.0,364,2382
20160510,470,499,677.0,680.0,7589,9141
20160510,688,717,827.0,830.0,10133,11650
20160510,46,75,352.0,352.0,15793,17325
20160510,54,83,318.0,337.0,20047,21396
20160510,27,56,188.0,206.0,21574,22882
20160510,201,230,1113.0,1128.0,27200,28849
20160510,777,806,1262.0,1349.0,62606,64925
20160510,158,187,883.0,885.0,67582,69403
20160510,4,33,265.0,915.0,69607,71458
20160510,297,326,430.0,455.0,71707,73569
20151108,12,41,133.0,137.0,13634,15357
20151108,27,56,643.0,646.0,71149,72619
20151108,4,33,125.0,643.0,75918,77405
20170105,9,38,1384.0,1384.0,835,2582
20170105,28,57,60.0,62.0,5421,7315
20170105,174,203,998.0,1008.0,7553,9523
20170105,310,339,614.0,656.0,39638,41569
20170105,176,205,1938.0,1994.0,61410,63651
20170105,330,359,855.0,879.0,64943,67064
20170111,13,42,597.0,1336.0,2110,3611
20170111,49,78,1298.0,1309.0,6456,8086
20170111,38,67,833.0,839.0,10538,12018
20170111,11,40,1286.0,1286.0,12206,13646
20170111,36,65,347.0,716.0,14266,15701
20170111,986,1015,1023.0,1192.0,15880,17391
20170111,18,47,209.0,217.0,17565,19102
20170111,116,145,653.0,655.0,23107,24671
20170111,46,75,109.0,112.0,24963,26475
20170111,38,67,98.0,109.0,42634,44180
20170111,54,83,110.0,1020.0,44374,45987
20170111,6,35,169.0,195.0,46546,48124
20170111,4,33,206.0,1132.0,48322,49843
20170111,683,712,803.0,805.0,50083,51847
20170111,679,708,1221.0,1228.0,52253,53911
20170111,8,37,197.0,207.0,54122,55730
20170111,4,33,603.0,615.0,60300,61857
20170111,43,72,484.0,1045.0,62472,64209
20170111,235,264,1315.0,1334.0,76534,78243
20171227,314,343,1570.0,1574.0,20520,22718
20171019,27,56,1656.0,1939.0,3764,5865
20171019,298,327,1147.0,1335.0,13876,15773
20171019,3,32,438.0,442.0,16393,17984
20171019,3,32,428.0,901.0,54659,56225
20171019,30,59,108.0,1406.0,60410,61993
20170307,2668,2697,3134.0,3184.0,48098,51424
20170307,9,38,136.0,138.0,58479,61520
20170313,278,307,871.0,878.0,3806,4930
20170313,4,33,60.0,62.0,12804,14754
20170313,13,42,726.0,2164.0,39124,41792
20171025,4,33,117.0,117.0,386,1905
20171025,192,221,422.0,427.0,5200,6692
20171025,7,36,116.0,116.0,6985,8445
20171025,117,146,937.0,941.0,17085,18630
20171025,317,346,824.0,835.0,30656,32112
20171025,21,50,128.0,134.0,41869,43442
20171025,5,34,64.0,66.0,48198,49570
20171025,82,111,133.0,778.0,49770,51103
20171025,140,169,1026.0,1034.0,60648,62156
20171025,433,462,1313.0,1320.0,66806,68298
20171025,941,970,1462.0,1787.0,73467,75404
20171025,12,41,125.0,128.0,76282,77956
20171025,17,46,111.0,119.0,81263,82963
20160128,19,48,570.0,1020.0,893,2634
20160128,122,151,1113.0,1379.0,26845,28589
20160128,860,889,1281.0,1425.0,28805,30544
20160128,2,31,1485.0,1490.0,35433,37127
20160128,636,665,744.0,1518.0,75836,77592
20171031,205,234,813.0,818.0,14209,15831
20171031,1377,1406,1468.0,1468.0,22358,24146
20161222,1480,1509,2469.0,2533.0,14518,17426
20161222,93,122,603.0,624.0,53910,55630
20161222,101,130,173.0,199.0,55895,57478
20161222,8,37,423.0,442.0,60385,61964
20161222,164,193,1251.0,1254.0,62792,64391
20170412,19,48,246.0,249.0,1804,2408
20170412,290,319,331.0,333.0,3575,4286
20170412,13,42,75.0,571.0,4617,5360
20170412,27,56,401.0,507.0,5797,6644
20170412,244,273,750.0,894.0,16954,17935
20170412,12,41,667.0,814.0,18106,19149
20170406,20,49,97.0,434.0,1131,1658
20170406,23,52,54.0,305.0,3544,3931
20170406,4,33,102.0,105.0,3979,4428
20170406,15,44,100.0,112.0,7602,8141
20170406,5,34,155.0,157.0,8204,8785
20170406,3,32,315.0,318.0,9025,9712
20170406,75,104,312.0,322.0,10297,10980
20170406,4,33,74.0,78.0,11946,12850
20170406,0,29,710.0,714.0,19394,20662
20170406,12,41,153.0,1109.0,23285,24558
20170406,15,44,67.0,70.0,24769,26072
20170406,5,34,381.0,1011.0,26288,27623
20170406,539,568,965.0,974.0,29635,31110
20170406,8,37,184.0,783.0,31613,33164
20170406,22,51,287.0,309.0,42355,44283
20170406,69,98,228.0,230.0,47912,49488
20160615,257,286,516.0,542.0,6151,7903
20160615,496,525,809.0,835.0,15255,16827
20160615,4,33,207.0,209.0,34864,36472
20160615,4,33,175.0,691.0,40403,41791
20160615,5,34,365.0,379.0,42058,43221
20160615,7,36,61.0,860.0,47884,49603
20160615,1562,1591,1597.0,1611.0,49875,51731
20160615,573,602,635.0,1292.0,59218,60843
20160615,488,517,1472.0,1474.0,61084,62741
20160615,13,42,1078.0,1087.0,63639,65149
20160615,829,858,993.0,995.0,76653,78052
20160615,26,55,270.0,515.0,79463,80727
20160629,5,34,121.0,1334.0,0,1611
20160629,411,440,970.0,972.0,5464,7057
20160629,182,211,947.0,1490.0,25328,27330
20160629,1130,1159,1316.0,1316.0,29257,31268
20160629,218,247,1587.0,1589.0,38363,40350
20150715,42,71,841.0,854.0,9072,10744
20150715,789,818,843.0,846.0,11234,12819
20150715,463,492,1209.0,1211.0,21077,22845
20150715,750,779,918.0,1337.0,23554,25276
20150715,242,271,971.0,973.0,30846,32317
20150715,782,811,812.0,815.0,33127,34601
20150715,482,511,529.0,531.0,34842,36174
20150715,153,182,895.0,922.0,45881,47287
20150715,9,38,667.0,687.0,54619,55938
20150715,36,65,195.0,1008.0,56293,57437
20150715,430,459,480.0,498.0,57771,58994
20150715,142,171,532.0,542.0,59241,60327
20150729,23,52,552.0,556.0,59697,61535
20150729,801,830,1614.0,1621.0,64054,65962
20150729,366,395,1639.0,1647.0,68996,70798
20160417,934,963,1389.0,1744.0,39967,42431
20160417,27,56,75.0,82.0,49205,51206
20160417,868,897,1321.0,1324.0,82421,83973
20170823,1934,1963,2057.0,2060.0,956,3165
20160205,451,480,1510.0,1510.0,1502,3489
20160205,86,115,1424.0,1576.0,6063,7975
20160205,347,376,1512.0,1514.0,10440,12503
20160205,493,522,1401.0,1401.0,64919,66442
20170214,723,752,867.0,2039.0,30166,32431
20170214,402,431,1087.0,1096.0,35415,37772
20170214,79,108,221.0,280.0,60848,63298
20170214,2087,2116,2286.0,2370.0,63512,66038
20170214,747,776,2133.0,3002.0,70719,74700
20170214,489,518,640.0,657.0,75616,77918
20171122,374,403,1247.0,1247.0,12262,14072
20171122,15,44,116.0,118.0,14310,16080
20171122,156,185,1436.0,1439.0,17240,18854
20171122,85,114,175.0,190.0,31906,33524
20171122,87,116,144.0,859.0,58304,59762
20171122,286,315,1288.0,1291.0,59989,61464
20171122,68,97,285.0,287.0,63480,65012
20171122,29,58,142.0,146.0,67110,68868
20171122,50,79,157.0,1082.0,75158,76705
20171122,12,41,130.0,139.0,78703,80170
20170228,310,339,1393.0,1395.0,4322,5954
20180118,4,33,47.0,50.0,70732,72771
20180118,990,1019,1986.0,1990.0,74741,76943
20151231,107,136,1191.0,1629.0,53840,56367
20151231,12,41,128.0,135.0,62353,64369
20151225,7,36,128.0,1493.0,79003,80911
20151224,19,48,2002.0,2242.0,27757,30336
20151224,558,587,625.0,663.0,44207,46348
20151230,1284,1313,1750.0,1754.0,8340,10281
20151230,1518,1547,1692.0,1695.0,46819,48892
20151218,201,230,913.0,915.0,78308,80095
20171123,38,67,128.0,1081.0,5879,7424
20171123,242,271,1025.0,1034.0,9141,10616
20171123,6,35,119.0,125.0,13596,14941
20171123,76,105,154.0,156.0,16425,17731
20171123,4,33,108.0,1187.0,53950,55534
20171123,23,52,100.0,111.0,55764,57435
20171123,5,34,85.0,87.0,57665,59406
20171123,198,227,1033.0,1035.0,59910,61722
20171123,981,1010,1705.0,1707.0,64348,66376
20170215,498,527,2563.0,2573.0,212,3146
20170215,81,110,2321.0,2323.0,3362,6216
20170215,118,147,1419.0,1477.0,7061,9938
20170215,536,565,2488.0,2490.0,13313,16027
20170215,545,574,1395.0,1417.0,17503,19628
20170215,6,35,1531.0,1557.0,19908,21911
20170215,736,765,765.0,1676.0,46508,49374
20170215,456,485,2760.0,2836.0,49653,52659
20170215,943,972,1966.0,2128.0,57163,59804
20170215,16,45,209.0,2480.0,75973,78653
20170201,5,34,793.0,1314.0,2361,4028
20170201,327,356,356.0,359.0,4355,6069
20170201,136,165,171.0,1218.0,9217,11041
20170201,714,743,1385.0,1387.0,11253,12978
20170201,193,222,1019.0,1035.0,13193,14854
20170201,56,85,474.0,476.0,18040,19769
20170201,369,398,506.0,509.0,46785,48557
20170201,785,814,1027.0,1046.0,76639,78688
20151026,53,82,1022.0,1025.0,35461,37322
20151026,435,464,678.0,1265.0,52191,53876
20151026,39,68,1204.0,1206.0,62932,64832
20151026,1366,1395,1557.0,1559.0,69277,71279
20151026,94,123,552.0,557.0,71806,73688
20151026,1799,1828,1925.0,1927.0,75330,77498
20151026,326,355,1651.0,1659.0,78456,80260
20151026,672,701,1398.0,1408.0,80738,82675
20160204,487,516,1263.0,1278.0,27498,29125
20160204,19,48,93.0,803.0,33815,35386
20160204,4,33,353.0,419.0,36326,37909
20160204,49,78,1073.0,1228.0,38188,39820
20160204,348,377,1202.0,1218.0,40085,41768
20160204,3,32,1202.0,1207.0,42616,44209
20160204,12,41,106.0,428.0,44479,46049
20160204,20,49,1579.0,1580.0,46513,48253
20160204,115,144,1019.0,1021.0,49254,50815
20160204,484,513,1275.0,1280.0,51684,53274
20160204,37,66,338.0,341.0,53551,55175
20160204,84,113,596.0,879.0,59841,61506
20160204,7,36,73.0,98.0,62394,63902
20160204,233,262,1489.0,1509.0,68510,70283
20160204,647,676,889.0,1852.0,72935,74927
20160204,7,36,221.0,224.0,75863,77639
20160204,297,326,552.0,1303.0,80853,82402
20160210,546,575,595.0,600.0,7324,8533
20160210,263,292,746.0,755.0,12240,13703
20160210,41,70,1254.0,1257.0,16700,18130
20160210,11,40,1248.0,1310.0,21578,23276
20160210,22,51,473.0,476.0,23595,25311
20160210,14,43,747.0,979.0,30309,31840
20160210,264,293,781.0,784.0,40773,42391
20160210,4,33,651.0,660.0,45650,47184
20160210,106,135,1030.0,1375.0,47437,49157
20160210,4,33,189.0,1174.0,51863,53402
20160210,59,88,1212.0,1235.0,59953,61562
20170822,311,340,485.0,1418.0,26389,27955
20170822,968,997,1280.0,1284.0,76414,78580
20150714,43,72,626.0,628.0,4234,5747
20150714,1020,1049,1050.0,1055.0,8836,10450
20150714,98,127,500.0,502.0,17436,19127
20160628,453,482,804.0,813.0,0,1767
20160628,403,432,1475.0,1500.0,3817,5696
20160628,7,36,240.0,240.0,13344,15092
20160628,1277,1306,1823.0,1825.0,22951,25051
20160628,134,163,1641.0,1643.0,35635,37703
20160628,50,79,365.0,378.0,64476,66110
20160628,718,747,990.0,1473.0,66267,68166
20160628,15,44,1166.0,1187.0,69006,70544
20160628,22,51,84.0,98.0,70764,72464
20160614,576,605,1418.0,1426.0,11847,13541
20160614,30,59,1315.0,1318.0,27137,29102
20160614,176,205,1260.0,1277.0,36308,38104
20160614,1178,1207,1513.0,1537.0,40499,42901
20160614,277,306,1428.0,1464.0,80865,82981
20170407,6,35,101.0,326.0,1990,2654
20170407,4,33,59.0,665.0,3187,3935
20170407,5,34,215.0,227.0,4225,4984
20170407,845,874,1119.0,1137.0,22370,23701
20170407,4,33,49.0,631.0,23866,24979
20170407,79,108,881.0,904.0,25141,26443
20170413,85,114,162.0,185.0,9012,10107
20170413,129,158,894.0,905.0,10550,11740
20170413,625,654,1486.0,1514.0,42199,43830
20170413,192,221,1197.0,1209.0,44627,46259
20170413,26,55,88.0,92.0,46725,48389
20170413,31,60,122.0,128.0,53284,54913
20170413,334,363,837.0,839.0,56006,57663
20160616,189,218,719.0,719.0,65138,66843
20160616,813,842,1085.0,1104.0,67034,68648
20160616,64,93,252.0,255.0,70409,72298
20160616,7,36,180.0,198.0,73142,74973
20160616,5,34,118.0,1741.0,75218,77095
20160616,511,540,1152.0,1173.0,80186,81760
20150919,23,52,869.0,873.0,10448,12071
20150919,389,418,1038.0,1041.0,13075,14819
20150919,9,38,898.0,902.0,40066,41790
20150919,98,127,392.0,394.0,44162,45978
20170411,10,39,489.0,493.0,1192,1847
20170411,4,33,233.0,719.0,5353,6164
20170411,218,247,483.0,485.0,11624,12647
20170411,7,36,508.0,510.0,12804,13918
20170411,31,60,334.0,359.0,14079,15507
20150925,574,603,1633.0,1636.0,13674,15798
20150925,36,65,275.0,1274.0,17264,19302
20150925,334,363,1516.0,1888.0,20406,22503
20150925,150,179,373.0,637.0,24944,27022
20150925,955,984,1234.0,1252.0,27404,30053
20150716,36,65,445.0,449.0,4136,5868
20150716,69,98,722.0,734.0,6220,7859
20150716,544,573,1128.0,1135.0,8711,10328
20150716,162,191,701.0,704.0,10739,12136
20150716,1036,1065,1183.0,1202.0,12543,14054
20150716,348,377,1279.0,1282.0,35265,36694
20150716,102,131,993.0,995.0,43078,44459
20150716,1262,1291,2150.0,2165.0,48981,51441
20150716,402,431,849.0,870.0,61802,63198
20150716,61,90,237.0,647.0,65233,66616
20150716,68,97,296.0,298.0,69776,71011
20160428,111,140,1535.0,1545.0,31894,33920
20160428,101,130,1733.0,1752.0,34219,36265
20160428,476,505,1391.0,1403.0,38982,40805
20160428,360,389,1668.0,1694.0,41055,42915
20160428,8,37,170.0,189.0,43165,45130
20160428,1,30,736.0,745.0,47696,49737
20160428,460,489,1834.0,1859.0,60622,62629
20160428,6,35,611.0,611.0,62882,64770
20160428,467,496,1576.0,1586.0,77990,79780
20160428,1339,1368,1546.0,1558.0,79985,81692
20170808,148,177,1775.0,2530.0,2699,6799
20170808,102,131,152.0,156.0,7038,10858
20170808,5,34,1058.0,1071.0,11169,15088
20170808,1082,1111,3658.0,3707.0,24476,28768
20170808,1,30,2582.0,2585.0,40108,43102
20170808,10,39,1311.0,1619.0,76727,79537
20160206,234,263,1324.0,1349.0,2897,4394
20160206,160,189,262.0,490.0,8263,9680
20160206,97,126,195.0,208.0,13744,15190
20160206,23,52,893.0,1315.0,77859,79556
20151018,990,1019,1038.0,1040.0,12677,14475
20151018,1087,1116,1271.0,1379.0,38007,39630
20151018,24,53,1443.0,1445.0,39862,41466
20151018,943,972,976.0,986.0,49453,51248
20151018,34,63,653.0,1595.0,58741,60600
20151018,538,567,879.0,1378.0,60813,62587
20151018,1110,1139,1335.0,1341.0,64524,66214
20151018,278,307,1375.0,1377.0,71685,73180
20151018,388,417,1350.0,1353.0,76963,78744
20151024,44,73,723.0,728.0,265,2038
20151024,428,457,1660.0,1682.0,28427,30461
20151024,290,319,444.0,446.0,35657,37456
20151030,855,884,1436.0,1440.0,9852,11807
20151030,935,964,1882.0,1882.0,27957,30300
20151030,219,248,791.0,797.0,74308,75980
20171109,8,37,145.0,1178.0,52326,54907
20171109,245,274,1566.0,1568.0,55137,57611
20171109,57,86,98.0,109.0,62687,64456
20171109,59,88,494.0,849.0,64725,66567
20171109,23,52,152.0,162.0,66821,69043
20171109,180,209,1657.0,1659.0,77730,79767
20170217,345,374,1938.0,1940.0,7065,9148
20170217,296,325,930.0,1437.0,10297,12276
20170217,43,72,279.0,305.0,12536,14588
20170217,1276,1305,1699.0,1701.0,14795,16843
20170217,16,45,232.0,672.0,20580,22845
20170217,276,305,2001.0,2048.0,27568,29829
20170217,461,490,790.0,1798.0,33299,35502
20170217,278,307,885.0,1158.0,35957,38002
20170217,66,95,1705.0,1771.0,44205,46125
20170217,108,137,319.0,605.0,50590,53095
20170217,696,725,1692.0,1700.0,53343,56141
20170217,334,363,1363.0,1433.0,56425,59469
20170217,967,996,2109.0,2109.0,61024,63727
20170217,581,610,1872.0,1872.0,66952,69459
20170217,3161,3190,3880.0,3916.0,70969,76096
20170203,19,48,420.0,1323.0,41762,43462
20170203,741,770,782.0,792.0,46554,48130
20170203,3,32,1239.0,1242.0,72473,74360
20170203,64,93,183.0,191.0,75390,77350
20171121,178,207,1240.0,1246.0,1832,3431
20171121,4,33,118.0,1034.0,19212,21025
20171121,448,477,1103.0,1113.0,23608,25409
20171121,4,33,121.0,949.0,25776,27329
20171121,5,34,112.0,887.0,56965,58482
20171121,32,61,133.0,589.0,64670,66125
20171121,138,167,192.0,210.0,68980,70571
20171121,398,427,1073.0,1393.0,70849,72584
20171121,5,34,98.0,885.0,72978,74529
20171121,552,581,1732.0,1737.0,77228,79168
